Gaia16cck,2016-12-13 18:05:19,153.98606,49.46987,18.76,,,"unknown",2016-12-15
Gaia16ccj,2016-11-06 20:38:16,149.78102,50.98491,16.81,,,"SN
Gaia16cci,2016-12-13 04:22:23,310.13599,-65.03165,18.18,19.79,0.50,"unknown",2016-12-15
Gaia16cch,2016-12-12 09:09:04,348.50222,-42.20296,18.89,,,"unknown",2016-12-15
Gaia16ccg,2016-11-09 15:46:40,346.75926,-42.73112,17.57,,,"unknown",2016-12-15
Gaia16ccf,2016-12-13 08:50:11,329.33470,-55.53237,18.78,,,"unknown",2016-12-15
Gaia16cce,2016-11-13 00:45:47,170.79276,29.60250,19.83,,,"unknown",2016-12-15
Gaia16ccd,2016-12-13 00:29:37,173.55179,25.86794,18.48,,,"unknown",2016-12-15
Gaia16ccc,2016-12-13 06:35:22,174.94723,19.93601,18.86,,,"unknown",2016-12-15
Gaia16ccb,2016-11-22 06:51:10,184.75323,0.26391,20.17,,,"unknown",2016-12-15
Gaia16cca,2016-12-13 11:45:05,126.73510,65.24838,18.42,,,"unknown",2016-12-15
Gaia16cbz,2016-12-12 18:22:01,171.49137,33.76828,18.95,,,"unknown",2016-12-15
Gaia16cby,2016-12-03 10:32:52,17.45600,34.98693,19.93,,,"unknown",2016-12-15
Gaia16cbx,2016-12-12 00:27:53,177.90348,27.64098,18.79,,,"unknown",2016-12-13
Gaia16cbw,2016-12-12 06:25:24,175.60650,30.26455,17.63,,,"unknown",2016-12-13
Gaia16cbv,2016-11-14 18:37:47,181.75344,25.72049,17.41,,,"unknown",2016-12-13
Gaia16cbu,2016-12-11 23:58:25,158.47127,57.06438,17.64,,,"SN
Gaia16cbt,2016-11-06 09:40:13,347.64916,-56.08447,18.21,,,"unknown",2016-12-12
Gaia16cbs,2016-12-10 08:34:15,324.41781,-72.18294,18.70,,,"unknown",2016-12-12
Gaia16cbr,2016-12-10 03:34:20,214.53806,-54.59841,18.83,,,"unknown",2016-12-12
Gaia16cbq,2016-11-12 14:21:33,181.40575,33.10037,17.47,,,"unknown",2016-12-12
Gaia16cbp,2016-11-20 02:27:46,188.16423,9.79884,18.86,,,"unknown",2016-12-12
Gaia16cbo,2016-11-29 08:44:22,197.18277,-13.54458,19.31,,,"unknown",2016-12-12
Gaia16cbn,2016-12-11 06:11:29,174.09086,44.66816,18.88,,,"unknown",2016-12-12
Gaia16cbm,2016-12-11 03:04:55,353.28254,-47.44960,18.93,,,"unknown",2016-12-12
Gaia16cbl,2016-12-09 10:07:56,283.67809,-78.89705,17.79,,,"unknown",2016-12-11
Gaia16cbk,2016-12-08 21:33:26,212.35571,-55.29843,18.22,19.43,0.39,"unknown",2016-12-10
Gaia16cbj,2016-12-09 04:54:43,30.90809,51.13524,18.09,19.95,0.35,"CV",2016-12-10
Gaia16cbi,2016-12-08 03:22:40,206.78980,-45.85593,18.90,,,"unknown",2016-12-10
Gaia16cbh,2016-12-08 03:25:35,207.90418,-48.68137,18.68,,,"unknown",2016-12-10
Gaia16cbg,2016-12-09 00:33:13,27.55497,43.64155,18.98,,,"unknown",2016-12-10
Gaia16cbf,2016-12-08 09:47:00,219.32387,-68.45457,18.64,,,"unknown",2016-12-10
Gaia16cbe,2016-12-08 11:30:08,16.94885,-15.25904,18.95,,,"unknown",2016-12-10
Gaia16cbd,2016-12-09 06:06:22,184.88102,49.81785,16.28,,,"unknown",2016-12-10
Gaia16cbc,2016-12-07 10:58:12,27.94263,57.12022,18.83,,,"unknown",2016-12-09
Gaia16cbb,2016-12-06 16:50:11,24.49557,49.85151,18.81,19.44,0.09,"CV",2016-12-09
Gaia16cba,2016-12-06 22:50:17,24.86136,49.68155,17.69,,,"unknown",2016-12-09
Gaia16caz,2016-12-08 11:06:44,13.37284,-36.36510,16.99,,,"unknown",2016-12-09
Gaia16cay,2016-12-07 18:25:20,198.36080,27.80684,16.70,,,"unknown",2016-12-09
Gaia16cax,2016-12-06 17:29:12,158.83955,88.12823,18.80,,,"unknown",2016-12-09
Gaia16caw,2016-11-19 09:35:13,22.01708,-17.78722,20.22,,,"unknown",2016-12-09
Gaia16cav,2016-12-07 05:58:34,197.35212,56.78996,18.39,,,"unknown",2016-12-09
